he,him,his,i,me,my,our,she,theirs,them,they,us,we,you
0.24260355029585798,0.0019723865877712033,0.023668639053254437,0.7021696252465484,0.08086785009861933,0.005917159763313609,0.029585798816568046,0.0,0.0,0.013806706114398421,0.023668639053254437,0.047337278106508875,0.13214990138067062,0.015779092702169626
0.18831168831168832,0.003246753246753247,0.017857142857142856,0.702922077922078,0.056818181818181816,0.021103896103896104,0.011363636363636364,0.0,0.0,0.011363636363636364,0.022727272727272728,0.05032467532467533,0.0698051948051948,0.022727272727272728
0.16842105263157894,0.003157894736842105,0.02526315789473684,0.6757894736842105,0.06736842105263158,0.004210526315789474,0.021052631578947368,0.0,0.0,0.01368421052631579,0.01368421052631579,0.03894736842105263,0.10210526315789474,0.03684210526315789
0.1681614349775785,0.002242152466367713,0.01569506726457399,0.8890134529147982,0.08295964125560538,0.008968609865470852,0.007847533632286996,0.0011210762331838565,0.0,0.014573991031390135,0.01905829596412556,0.04820627802690583,0.04932735426008968,0.03587443946188341
0.24850299401197604,0.0029940119760479044,0.041916167664670656,0.8562874251497006,0.06287425149700598,0.005988023952095809,0.014970059880239521,0.0,0.0,0.005988023952095809,0.008982035928143712,0.0688622754491018,0.1467065868263473,0.04491017964071856
0.1694915254237288,0.0,0.013559322033898305,0.5864406779661017,0.09152542372881356,0.010169491525423728,0.003389830508474576,0.003389830508474576,0.0,0.01694915254237288,0.030508474576271188,0.02711864406779661,0.12203389830508475,0.04745762711864407
0.19962335216572505,0.0018832391713747645,0.03954802259887006,0.8248587570621468,0.05084745762711865,0.0018832391713747645,0.007532956685499058,0.0,0.0,0.0018832391713747645,0.011299435028248588,0.03389830508474576,0.09227871939736347,0.04896421845574388
0.20759493670886076,0.0,0.020253164556962026,0.8911392405063291,0.06835443037974684,0.0,0.035443037974683546,0.002531645569620253,0.0,0.015189873417721518,0.0379746835443038,0.04556962025316456,0.07848101265822785,0.020253164556962026
0.17903930131004367,0.002911208151382824,0.01601164483260553,0.7409024745269287,0.07132459970887918,0.00727802037845706,0.049490538573508006,0.0,0.0,0.020378457059679767,0.034934497816593885,0.033478893740902474,0.07423580786026202,0.01601164483260553
0.18904593639575973,0.007067137809187279,0.024734982332155476,0.7968197879858657,0.05830388692579505,0.0035335689045936395,0.0176678445229682,0.0,0.0,0.0017667844522968198,0.012367491166077738,0.03180212014134275,0.04946996466431095,0.04946996466431095
0.1895910780669145,0.0037174721189591076,0.02973977695167286,0.8364312267657993,0.048327137546468404,0.0,0.02973977695167286,0.0,0.0,0.0,0.01486988847583643,0.03345724907063197,0.12267657992565056,0.08178438661710037
0.2125,0.0020833333333333333,0.0375,0.7770833333333333,0.08125,0.0125,0.035416666666666666,0.0020833333333333333,0.0,0.00625,0.03333333333333333,0.04791666666666667,0.06875,0.029166666666666667
0.22426470588235295,0.0,0.01838235294117647,0.90625,0.05698529411764706,0.011029411764705883,0.022058823529411766,0.0,0.0,0.0055147058823529415,0.02389705882352941,0.04779411764705882,0.10477941176470588,0.02389705882352941
0.2085889570552147,0.0,0.018404907975460124,0.7648261758691206,0.044989775051124746,0.00408997955010225,0.018404907975460124,0.0,0.0,0.006134969325153374,0.028629856850715747,0.049079754601226995,0.10224948875255624,0.018404907975460124
0.12471131639722864,0.0,0.03002309468822171,0.6720554272517321,0.04387990762124711,0.006928406466512702,0.03002309468822171,0.0,0.0,0.0023094688221709007,0.013856812933025405,0.02771362586605081,0.09237875288683603,0.02771362586605081
0.1855779427359491,0.0,0.022269353128313893,0.704135737009544,0.06786850477200425,0.010604453870625663,0.013785790031813362,0.0010604453870625664,0.0,0.007423117709437964,0.014846235418875928,0.04665959703075292,0.04772004241781548,0.03923647932131495
0.17488789237668162,0.0011210762331838565,0.016816143497757848,0.6883408071748879,0.06614349775784753,0.007847533632286996,0.01905829596412556,0.0,0.0,0.0033632286995515697,0.01905829596412556,0.04147982062780269,0.05493273542600897,0.06278026905829596
0.18075801749271136,0.0009718172983479105,0.014577259475218658,0.6793002915451894,0.0738581146744412,0.006802721088435374,0.02040816326530612,0.0009718172983479105,0.0,0.0029154518950437317,0.008746355685131196,0.04470359572400389,0.07968901846452867,0.03206997084548105
0.2528608342561831,0.006644518272425249,0.034699150978220746,0.6729420450350683,0.05020302694721299,0.010705057216685123,0.008859357696566999,0.0033222591362126247,0.0,0.007751937984496124,0.022517534145441123,0.04097452934662237,0.06164636397194537,0.04983388704318937
0.16339227242960053,0.003929273084479371,0.010150622134905042,0.6149312377210217,0.05468238375900458,0.004911591355599214,0.015062213490504257,0.0029469548133595285,0.0,0.007858546168958742,0.04453176162409954,0.0435494433529797,0.06974459724950884,0.10412573673870335
0.18838709677419355,0.0025806451612903226,0.02967741935483871,0.7587096774193548,0.05935483870967742,0.011612903225806452,0.04,0.0025806451612903226,0.0,0.0064516129032258064,0.015483870967741935,0.04258064516129032,0.08774193548387096,0.02193548387096774
0.146524064171123,0.0,0.011764705882352941,0.6737967914438503,0.06203208556149733,0.008556149732620321,0.0213903743315508,0.0,0.0,0.011764705882352941,0.0053475935828877,0.06631016042780749,0.08449197860962566,0.028877005347593583
0.1600441501103753,0.0033112582781456954,0.017660044150110375,0.739514348785872,0.08278145695364239,0.00772626931567329,0.018763796909492272,0.0011037527593818985,0.0,0.0033112582781456954,0.02207505518763797,0.0772626931567329,0.10154525386313466,0.018763796909492272
0.2219626168224299,0.0,0.02570093457943925,0.6799065420560748,0.04906542056074766,0.007009345794392523,0.014018691588785047,0.004672897196261682,0.0,0.009345794392523364,0.016355140186915886,0.04672897196261682,0.07009345794392523,0.037383177570093455
0.2179144385026738,0.0,0.03342245989304813,0.7606951871657754,0.09224598930481283,0.0053475935828877,0.0053475935828877,0.0,0.0,0.004010695187165776,0.008021390374331552,0.0427807486631016,0.06016042780748663,0.045454545454545456
0.18837675350701402,0.0,0.014028056112224449,0.7394789579158316,0.07214428857715431,0.01603206412825651,0.004008016032064128,0.0,0.0,0.0,0.008016032064128256,0.04809619238476954,0.04208416833667335,0.04208416833667335
0.17326732673267325,0.0,0.017326732673267328,0.7524752475247525,0.06930693069306931,0.012376237623762377,0.027227722772277228,0.0,0.0,0.0024752475247524753,0.007425742574257425,0.04207920792079208,0.054455445544554455,0.04702970297029703
0.2347417840375587,0.0,0.02112676056338028,0.852112676056338,0.08568075117370892,0.008215962441314555,0.015258215962441314,0.0011737089201877935,0.0,0.0,0.017605633802816902,0.03755868544600939,0.06690140845070422,0.015258215962441314
0.21557719054242003,0.0,0.013908205841446454,0.7677329624478443,0.07649513212795549,0.01808066759388039,0.03337969401947149,0.0,0.0,0.004172461752433936,0.02364394993045897,0.043115438108484005,0.07788595271210014,0.012517385257301807
0.19734151329243355,0.0,0.014314928425357873,0.696319018404908,0.07259713701431493,0.00408997955010225,0.016359918200409,0.0,0.0,0.005112474437627812,0.009202453987730062,0.032719836400818,0.04396728016359918,0.05112474437627812
0.19205298013245034,0.0013245033112582781,0.015894039735099338,0.6344370860927152,0.07682119205298013,0.0013245033112582781,0.022516556291390728,0.0,0.0,0.0013245033112582781,0.017218543046357615,0.04900662251655629,0.10860927152317881,0.06887417218543046
0.18719806763285024,0.0036231884057971015,0.014492753623188406,0.7234299516908212,0.0640096618357488,0.010869565217391304,0.027777777777777776,0.0,0.0,0.006038647342995169,0.024154589371980676,0.043478260869565216,0.050724637681159424,0.033816425120772944
0.18381804623415363,0.0011185682326621924,0.02274422073079791,0.7457121551081283,0.06972408650260999,0.00633855331841909,0.02348993288590604,0.0011185682326621924,0.0,0.00820283370618941,0.009321401938851604,0.035794183445190156,0.050335570469798654,0.017897091722595078
0.21354764638346727,0.001148105625717566,0.015690776884806735,0.7592805204745503,0.05625717566016074,0.0057405281285878304,0.027171833141982394,0.0003827018752391887,0.0,0.011481056257175661,0.017604286261002678,0.038270187523918864,0.09414466130884042,0.02602372751626483
0.197459584295612,0.0011547344110854503,0.018475750577367205,0.7009237875288684,0.06581986143187067,0.0023094688221709007,0.010392609699769052,0.0011547344110854503,0.0,0.003464203233256351,0.016166281755196306,0.03695150115473441,0.05196304849884527,0.06235565819861432
0.21355498721227623,0.0,0.034526854219948847,0.7122762148337596,0.08823529411764706,0.0025575447570332483,0.020460358056265986,0.0,0.0,0.0076726342710997444,0.03580562659846547,0.054987212276214836,0.10613810741687979,0.0370843989769821
0.19138755980861244,0.001594896331738437,0.025518341307814992,0.7607655502392344,0.06220095693779904,0.017543859649122806,0.01594896331738437,0.003189792663476874,0.0,0.001594896331738437,0.012759170653907496,0.051036682615629984,0.05422647527910686,0.022328548644338118
0.16963696369636963,0.0013201320132013201,0.026402640264026403,0.6376237623762376,0.08316831683168317,0.013861386138613862,0.0297029702970297,0.0006600660066006601,0.0,0.005280528052805281,0.011221122112211221,0.04026402640264026,0.062046204620462043,0.06006600660066007
0.24010554089709762,0.0013192612137203166,0.026385224274406333,0.6424802110817942,0.06992084432717678,0.00395778364116095,0.017150395778364115,0.0,0.0,0.005277044854881266,0.017150395778364115,0.04221635883905013,0.06200527704485488,0.09366754617414248
0.18608695652173912,0.0017391304347826088,0.029565217391304348,0.6939130434782609,0.0817391304347826,0.0017391304347826088,0.010434782608695653,0.0017391304347826088,0.0,0.0034782608695652175,0.017391304347826087,0.06260869565217392,0.03826086956521739,0.04521739130434783
0.19476744186046513,0.0,0.055232558139534885,0.7122093023255814,0.0625,0.011627906976744186,0.007267441860465116,0.0,0.0,0.0,0.011627906976744186,0.061046511627906974,0.061046511627906974,0.02616279069767442
0.24381926683716965,0.0,0.02557544757033248,0.6845694799658995,0.06308610400682012,0.004262574595055414,0.0196078431372549,0.0,0.0,0.0068201193520886615,0.03751065643648764,0.06649616368286446,0.09462915601023018,0.05711849957374254
0.21578947368421053,0.0019138755980861245,0.01818181818181818,0.7430622009569378,0.07799043062200957,0.007177033492822967,0.00909090909090909,0.0009569377990430622,0.0,0.00909090909090909,0.013875598086124402,0.05071770334928229,0.05741626794258373,0.03397129186602871
0.19234642497482377,0.0010070493454179255,0.027190332326283987,0.6948640483383686,0.06092648539778449,0.007049345417925478,0.02416918429003021,0.002014098690835851,0.0,0.006042296072507553,0.017623363544813697,0.05488418932527694,0.05991943605236657,0.03575025176233636
0.18483063328424154,0.0007363770250368188,0.024300441826215022,0.6767304860088366,0.06406480117820323,0.003681885125184094,0.007363770250368188,0.0014727540500736377,0.0,0.0022091310751104565,0.011045655375552283,0.06111929307805596,0.06701030927835051,0.05817378497790869
0.21515151515151515,0.0,0.03939393939393939,0.8333333333333334,0.08787878787878788,0.0030303030303030303,0.02727272727272727,0.0,0.0,0.0,0.00909090909090909,0.06363636363636363,0.07575757575757576,0.051515151515151514
0.2131578947368421,0.007894736842105263,0.02894736842105263,0.65,0.04736842105263158,0.007894736842105263,0.007894736842105263,0.0,0.0,0.0,0.018421052631578946,0.04736842105263158,0.04736842105263158,0.06315789473684211
0.17540687160940324,0.007233273056057866,0.023508137432188065,0.8824593128390597,0.054249547920433995,0.009041591320072333,0.014466546112115732,0.0,0.0,0.007233273056057866,0.0108499095840868,0.0325497287522604,0.09945750452079566,0.039783001808318265
0.16198704103671707,0.0021598272138228943,0.023758099352051837,0.7192224622030238,0.07019438444924406,0.01511879049676026,0.02267818574514039,0.0010799136069114472,0.0010799136069114472,0.00755939524838013,0.020518358531317494,0.04319654427645788,0.09503239740820735,0.020518358531317494
0.17842323651452283,0.0,0.03319502074688797,0.8143153526970954,0.06016597510373444,0.008298755186721992,0.01970954356846473,0.0,0.0,0.004149377593360996,0.021784232365145227,0.046680497925311204,0.08817427385892117,0.044605809128630707
0.1701388888888889,0.0,0.04861111111111111,0.7719907407407407,0.05787037037037037,0.020833333333333332,0.03587962962962963,0.0,0.0,0.010416666666666666,0.009259259259259259,0.052083333333333336,0.08680555555555555,0.03935185185185185
0.21584158415841584,0.0019801980198019802,0.01782178217821782,0.7801980198019802,0.04950495049504951,0.0019801980198019802,0.015841584158415842,0.0,0.0,0.005940594059405941,0.033663366336633666,0.061386138613861385,0.0891089108910891,0.041584158415841586
0.21659634317862167,0.0014064697609001407,0.015471167369901548,0.6258790436005626,0.05907172995780591,0.012658227848101266,0.01828410689170183,0.0,0.0,0.014064697609001406,0.0379746835443038,0.03656821378340366,0.05907172995780591,0.01969057665260197
0.22950819672131148,0.00234192037470726,0.02810304449648712,0.765807962529274,0.07494145199063232,0.00702576112412178,0.0117096018735363,0.00234192037470726,0.0,0.00702576112412178,0.01873536299765808,0.0234192037470726,0.07259953161592506,0.00936768149882904
0.18791946308724833,0.0,0.017897091722595078,0.7606263982102909,0.06263982102908278,0.008948545861297539,0.053691275167785234,0.0,0.0,0.017897091722595078,0.020134228187919462,0.05145413870246085,0.14317673378076062,0.020134228187919462
0.1910828025477707,0.0014154281670205238,0.017692852087756547,0.7020523708421798,0.06440198159943383,0.004246284501061571,0.01627742392073602,0.0007077140835102619,0.0,0.00778485491861288,0.026185421089879687,0.055909412597310686,0.09341825902335456,0.039631988676574664
0.18225584594222832,0.000687757909215956,0.015130674002751032,0.6678129298486932,0.07909215955983494,0.01581843191196699,0.013067400275103164,0.001375515818431912,0.0,0.007565337001375516,0.015130674002751032,0.033012379642365884,0.07977991746905089,0.013067400275103164
0.22991347342398022,0.001854140914709518,0.0173053152039555,0.7453646477132262,0.06798516687268233,0.008034610630407911,0.007416563658838072,0.004944375772558714,0.0,0.008034610630407911,0.008034610630407911,0.038318912237330034,0.0957972805933251,0.037082818294190356
0.23096129837702872,0.0,0.04244694132334582,0.7490636704119851,0.07116104868913857,0.004993757802746567,0.004993757802746567,0.0,0.0,0.01373283395755306,0.024968789013732832,0.04119850187265917,0.0749063670411985,0.02746566791510612
0.2009400705052879,0.0023501762632197414,0.03290246768507638,0.6674500587544065,0.08578143360752057,0.01645123384253819,0.04465334900117509,0.0011750881316098707,0.0,0.009400705052878966,0.01880141010575793,0.036427732079905996,0.09165687426556991,0.0199764982373678
0.21812596006144394,0.0015360983102918587,0.03840245775729647,0.7311827956989247,0.059907834101382486,0.0015360983102918587,0.03225806451612903,0.0,0.0,0.006144393241167435,0.030721966205837174,0.08141321044546851,0.12135176651305683,0.009216589861751152
0.20795107033639143,0.0030581039755351682,0.05198776758409786,0.7018348623853211,0.0779816513761468,0.009174311926605505,0.02599388379204893,0.0015290519877675841,0.0,0.012232415902140673,0.02599388379204893,0.045871559633027525,0.07033639143730887,0.022935779816513763
0.21875,0.0020833333333333333,0.03125,0.7375,0.07708333333333334,0.004166666666666667,0.03333333333333333,0.0,0.0,0.0125,0.03125,0.06041666666666667,0.07916666666666666,0.00625
0.16322314049586778,0.0,0.03305785123966942,0.6322314049586777,0.06198347107438017,0.010330578512396695,0.012396694214876033,0.008264462809917356,0.0,0.014462809917355372,0.01859504132231405,0.05165289256198347,0.05785123966942149,0.06198347107438017
0.14965986394557823,0.0,0.03741496598639456,0.6530612244897959,0.08843537414965986,0.013605442176870748,0.03741496598639456,0.0,0.0,0.003401360544217687,0.02040816326530612,0.06462585034013606,0.17687074829931973,0.013605442176870748
0.19118522930315665,0.001786777843954735,0.023228111971411555,0.6503871351995235,0.06730196545562835,0.008933889219773675,0.01846337105419893,0.012507444907683145,0.0,0.006551518761167362,0.008338296605122097,0.04705181655747469,0.0768314472900536,0.026206075044669448
0.1861671469740634,0.0023054755043227667,0.01729106628242075,0.7296829971181557,0.05590778097982709,0.0069164265129683,0.004610951008645533,0.01037463976945245,0.0,0.006340057636887608,0.01440922190201729,0.05648414985590778,0.04899135446685879,0.04899135446685879
0.19494756911344138,0.0014299332697807435,0.017159199237368923,0.7530981887511916,0.08293612964728313,0.016682554814108675,0.027645376549094377,0.003336510962821735,0.0,0.0109628217349857,0.012392755004766444,0.04909437559580553,0.052430886558627265,0.03098188751191611
0.22244488977955912,0.004008016032064128,0.025050100200400802,0.6783567134268537,0.08917835671342686,0.018036072144288578,0.017034068136272545,0.004008016032064128,0.0,0.006012024048096192,0.021042084168336674,0.06913827655310621,0.07615230460921844,0.06613226452905811
0.19008264462809918,0.0013774104683195593,0.028925619834710745,0.7369146005509641,0.08539944903581267,0.006887052341597796,0.006887052341597796,0.004132231404958678,0.0,0.0027548209366391185,0.01790633608815427,0.0371900826446281,0.07988980716253444,0.023415977961432508
0.21305841924398625,0.0,0.010309278350515464,0.7525773195876289,0.061855670103092786,0.01718213058419244,0.012027491408934709,0.0,0.0,0.0,0.006872852233676976,0.054982817869415807,0.07560137457044673,0.006872852233676976
0.18401015228426396,0.0,0.021573604060913704,0.7182741116751269,0.07360406091370558,0.007614213197969543,0.008883248730964468,0.0,0.0,0.0038071065989847717,0.008883248730964468,0.04187817258883249,0.07233502538071065,0.0532994923857868
0.19401330376940132,0.0022172949002217295,0.02106430155210643,0.6751662971175166,0.06651884700665188,0.014412416851441241,0.022172949002217297,0.0011086474501108647,0.0,0.008869179600886918,0.01662971175166297,0.03547671840354767,0.06984478935698447,0.025498891352549888
0.20485175202156333,0.0,0.013477088948787063,0.683288409703504,0.07681940700808626,0.008086253369272238,0.016172506738544475,0.0,0.0,0.008086253369272238,0.022911051212938006,0.04043126684636118,0.10242587601078167,0.0646900269541779
0.18974358974358974,0.0020512820512820513,0.04,0.7097435897435898,0.06871794871794872,0.014358974358974359,0.02358974358974359,0.003076923076923077,0.0,0.006153846153846154,0.01641025641025641,0.036923076923076927,0.08102564102564103,0.024615384615384615
0.2537313432835821,0.0,0.028358208955223882,0.7820895522388059,0.05373134328358209,0.019402985074626865,0.014925373134328358,0.0,0.0,0.0029850746268656717,0.023880597014925373,0.04776119402985075,0.07313432835820896,0.028358208955223882
0.22496371552975328,0.0009675858732462506,0.02177068214804064,0.8074504112239961,0.09192065795839381,0.009192065795839382,0.013062409288824383,0.0024189646831156266,0.0,0.00822447992259313,0.013062409288824383,0.03531688437348815,0.08708272859216255,0.02177068214804064
0.18746940773372492,0.0004894762604013706,0.011747430249632892,0.7870778267254038,0.06118453255017132,0.014684287812041116,0.012726382770435633,0.0009789525208027412,0.0,0.0024473813020068525,0.012726382770435633,0.06069505628976995,0.06461086637298091,0.040137053352912386
0.18178410794602698,0.002623688155922039,0.020989505247376312,0.8463268365817092,0.05472263868065967,0.011619190404797601,0.011619190404797601,0.012743628185907047,0.0,0.010119940029985007,0.015742128935532233,0.037481259370314844,0.07233883058470765,0.0239880059970015
0.21910112359550563,0.002974223397224058,0.016192994051553205,0.712491738268341,0.05485789821546596,0.006609385327164574,0.017184401850627893,0.003304692663582287,0.0,0.005948446794448116,0.023132848645076007,0.03205551883674818,0.09021810971579643,0.01784534038334435
0.2086271256739942,0.0033181252592285357,0.024056408129406886,0.7391124014931564,0.06304437992534218,0.002073828287017835,0.008710078805474907,0.0,0.0,0.00829531314807134,0.0439651596847781,0.04230609705516383,0.08585649108253837,0.01783492326835338
0.22169531713100177,0.004742145820983995,0.034973325429756966,0.6698280972139893,0.07646710136336693,0.007705986959098993,0.02015411973918198,0.0017783046828689982,0.0,0.007705986959098993,0.015411973918197985,0.05512744516893894,0.04979253112033195,0.04564315352697095
0.18781725888324874,0.0005076142131979696,0.019289340101522844,0.6553299492385787,0.08934010152284264,0.018274111675126905,0.023350253807106598,0.0,0.0005076142131979696,0.007614213197969543,0.015228426395939087,0.047208121827411166,0.05736040609137056,0.03401015228426396
0.1634349030470914,0.0013850415512465374,0.018698060941828253,0.6779778393351801,0.061634349030470915,0.006925207756232687,0.01038781163434903,0.002770083102493075,0.0,0.006232686980609419,0.018005540166204988,0.054016620498614956,0.04916897506925208,0.036703601108033244
0.21974248927038625,0.0,0.01888412017167382,0.7193133047210301,0.09356223175965665,0.012875536480686695,0.022317596566523604,0.0,0.0,0.006008583690987125,0.02575107296137339,0.06437768240343347,0.08240343347639485,0.04377682403433476
0.1714495952906549,0.0,0.025018395879323033,0.8528329654157468,0.05886681383370125,0.005886681383370125,0.01692420897718911,0.004415011037527594,0.0,0.003679175864606328,0.008094186902133923,0.047093451066961,0.09271523178807947,0.006622516556291391
0.16807670614777215,0.0011280315848843769,0.018612521150592216,0.8539199097574732,0.049069373942470386,0.009588268471517203,0.015228426395939087,0.0005640157924421884,0.0,0.009588268471517203,0.012972363226170333,0.05696559503666103,0.08460236886632826,0.022560631697687534
0.17348754448398576,0.0,0.04893238434163701,0.7695729537366548,0.06672597864768683,0.005338078291814947,0.018683274021352312,0.017793594306049824,0.0,0.0071174377224199285,0.015124555160142349,0.04448398576512456,0.07473309608540925,0.021352313167259787
0.21875,0.0010775862068965517,0.03771551724137931,0.7984913793103449,0.05172413793103448,0.01293103448275862,0.021551724137931036,0.0,0.0,0.0010775862068965517,0.004310344827586207,0.04310344827586207,0.05172413793103448,0.02478448275862069
0.18055555555555555,0.008333333333333333,0.05,0.7611111111111111,0.044444444444444446,0.008333333333333333,0.008333333333333333,0.0,0.0,0.022222222222222223,0.05,0.058333333333333334,0.08055555555555556,0.027777777777777776
0.18220338983050846,0.00211864406779661,0.02754237288135593,0.8135593220338984,0.03389830508474576,0.00847457627118644,0.014830508474576272,0.00211864406779661,0.0,0.00847457627118644,0.00847457627118644,0.038135593220338986,0.09533898305084745,0.019067796610169493
0.21269296740994853,0.0,0.02058319039451115,0.7324185248713551,0.0634648370497427,0.00686106346483705,0.022298456260720412,0.005145797598627788,0.0,0.003430531732418525,0.012006861063464836,0.03773584905660377,0.07890222984562607,0.025728987993138937
0.22564935064935066,0.00487012987012987,0.01948051948051948,0.7694805194805194,0.0762987012987013,0.006493506493506494,0.01461038961038961,0.0016233766233766235,0.0,0.00487012987012987,0.021103896103896104,0.03896103896103896,0.06168831168831169,0.025974025974025976
0.19072708113804004,0.0,0.01685985247629083,0.6617492096944152,0.08008429926238145,0.02107481559536354,0.0273972602739726,0.001053740779768177,0.0,0.009483667017913594,0.0136986301369863,0.0410958904109589,0.08429926238145416,0.022128556375131718
0.2275,0.0,0.0325,0.69625,0.07625,0.00375,0.03125,0.0025,0.0,0.0175,0.04375,0.06625,0.115,0.05375
0.19056603773584907,0.0,0.022641509433962263,0.7811320754716982,0.07358490566037736,0.022641509433962263,0.026415094339622643,0.0,0.0,0.005660377358490566,0.013207547169811321,0.06037735849056604,0.05660377358490566,0.018867924528301886
0.150997150997151,0.0,0.06267806267806268,0.6794871794871795,0.0584045584045584,0.01566951566951567,0.011396011396011397,0.0,0.0,0.005698005698005698,0.008547008547008548,0.05555555555555555,0.08404558404558404,0.029914529914529916
0.1636828644501279,0.0012787723785166241,0.020460358056265986,0.7161125319693095,0.08439897698209718,0.010230179028132993,0.00639386189258312,0.0,0.0,0.0025575447570332483,0.015345268542199489,0.049872122762148335,0.056265984654731455,0.024296675191815855
