not,n't,now,so,just
0.014856081708449397,0.0,0.003714020427112349,0.005571030640668524,0.005571030640668524
0.016379310344827588,0.0,0.0008620689655172414,0.013793103448275862,0.0017241379310344827
0.008130081300813009,0.0,0.0040650406504065045,0.0024390243902439024,0.0016260162601626016
0.018025751072961373,0.0,0.006008583690987125,0.012875536480686695,0.0034334763948497852
0.017008117510630073,0.0,0.011596443757247778,0.006957866254348666,0.006957866254348666
0.01269130272489735,0.0,0.004106009705113848,0.00933184023889511,0.005225830533781261
0.011393514460999123,0.0,0.0035056967572304996,0.013146362839614373,0.0043821209465381246
0.03159340659340659,0.0,0.006868131868131868,0.007326007326007326,0.007783882783882784
0.015777610818933134,0.0,0.011269722013523666,0.003756574004507889,0.007513148009015778
0.012806830309498399,0.0,0.004980434009249377,0.010672358591248666,0.004980434009249377
0.008744038155802861,0.0,0.006756756756756757,0.006359300476947536,0.005564387917329093
0.013751199232491206,0.0,0.007675087943716022,0.00927406459865686,0.0063959066197633516
0.016187778227438283,0.0,0.004046944556859571,0.016187778227438283,0.006475111290975314
0.015015015015015015,0.0,0.006306306306306306,0.014114114114114115,0.011711711711711712
0.01288056206088993,0.0,0.00351288056206089,0.010831381733021077,0.00819672131147541
0.008091517857142858,0.0,0.004185267857142857,0.004464285714285714,0.009486607142857142
0.019704433497536946,0.0,0.003518648838845883,0.0049261083743842365,0.009852216748768473
0.02279874213836478,0.0,0.00550314465408805,0.007861635220125786,0.008647798742138365
0.03374485596707819,0.0,0.005761316872427984,0.011522633744855968,0.011522633744855968
0.022997620935765267,0.0,0.0,0.010309278350515464,0.012688342585249802
0.02729044834307992,0.0,0.003898635477582846,0.0,0.007797270955165692
0.029585798816568046,0.0,0.005917159763313609,0.009861932938856016,0.0019723865877712033
0.00974025974025974,0.0,0.003246753246753247,0.00487012987012987,0.0016233766233766235
0.02,0.0,0.005263157894736842,0.007368421052631579,0.00631578947368421
0.017937219730941704,0.0,0.005605381165919282,0.014573991031390135,0.006726457399103139
0.017964071856287425,0.0,0.0,0.0,0.008982035928143712
0.006779661016949152,0.0,0.006779661016949152,0.0,0.003389830508474576
0.013182674199623353,0.0,0.011299435028248588,0.003766478342749529,0.005649717514124294
0.027848101265822784,0.0,0.002531645569620253,0.012658227848101266,0.0
0.013100436681222707,0.0,0.005822416302765648,0.005822416302765648,0.008733624454148471
0.0088339222614841,0.0,0.0017667844522968198,0.01060070671378092,0.00530035335689046
0.007434944237918215,0.0,0.011152416356877323,0.026022304832713755,0.0
0.01875,0.0,0.00625,0.00625,0.004166666666666667
0.014705882352941176,0.0,0.003676470588235294,0.0055147058823529415,0.003676470588235294
0.0081799591002045,0.0,0.006134969325153374,0.012269938650306749,0.010224948875255624
0.013856812933025405,0.0,0.0,0.004618937644341801,0.0023094688221709007
0.015906680805938492,0.0,0.007423117709437964,0.0021208907741251328,0.005302226935312832
0.016816143497757848,0.0,0.002242152466367713,0.002242152466367713,0.0033632286995515697
0.010689990281827016,0.0,0.0029154518950437317,0.007774538386783284,0.014577259475218658
0.02768549280177187,0.0,0.008859357696566999,0.008121077888519748,0.007382798080472499
0.01309757694826457,0.0,0.004911591355599214,0.011787819253438114,0.0091683038637852
0.012903225806451613,0.0,0.0,0.016774193548387096,0.0025806451612903226
0.016042780748663103,0.0,0.0021390374331550803,0.0106951871657754,0.006417112299465241
0.019867549668874173,0.0,0.01545253863134658,0.009933774834437087,0.012141280353200883
0.02570093457943925,0.0,0.004672897196261682,0.009345794392523364,0.002336448598130841
0.016042780748663103,0.0,0.00267379679144385,0.004010695187165776,0.0066844919786096255
0.01603206412825651,0.0,0.008016032064128256,0.006012024048096192,0.004008016032064128
0.009900990099009901,0.0,0.0024752475247524753,0.007425742574257425,0.0049504950495049506
0.012910798122065728,0.0,0.002347417840375587,0.008215962441314555,0.004694835680751174
0.031988873435326845,0.0,0.0013908205841446453,0.013908205841446454,0.005563282336578581
0.016359918200409,0.0,0.0081799591002045,0.014314928425357873,0.00408997955010225
0.011920529801324504,0.0,0.003973509933774834,0.030463576158940398,0.003973509933774834
0.012077294685990338,0.0,0.0036231884057971015,0.014492753623188406,0.006038647342995169
0.0145413870246085,0.0,0.0037285607755406414,0.005592841163310962,0.004101416853094705
0.013394565633371604,0.0,0.0057405281285878304,0.003827018752391887,0.0007654037504783774
0.017321016166281754,0.0,0.009237875288683603,0.008083140877598153,0.005773672055427252
0.008951406649616368,0.0,0.0025575447570332483,0.015345268542199489,0.0012787723785166241
0.023923444976076555,0.0,0.006379585326953748,0.014354066985645933,0.001594896331738437
