i,people,president,senator,country,question,time,governor,states,years
0.0,0.0205761316872428,0.007407407407407408,0.0008230452674897119,0.009876543209876543,0.0,0.0016460905349794238,0.0008230452674897119,0.0049382716049382715,0.0008230452674897119
0.0,0.02141157811260904,0.007930214115781126,0.0007930214115781126,0.004758128469468675,0.0,0.0023790642347343376,0.0007930214115781126,0.0023790642347343376,0.0015860428231562252
0.0,0.021442495126705652,0.01364522417153996,0.005847953216374269,0.011695906432748537,0.003898635477582846,0.001949317738791423,0.0,0.003898635477582846,0.0
0.0,0.027613412228796843,0.0019723865877712033,0.0,0.005917159763313609,0.0019723865877712033,0.009861932938856016,0.0,0.0,0.0019723865877712033
0.0,0.016233766233766232,0.00974025974025974,0.0,0.00974025974025974,0.0,0.0016233766233766235,0.00487012987012987,0.00974025974025974,0.006493506493506494
0.0,0.018947368421052633,0.002105263157894737,0.0010526315789473684,0.005263157894736842,0.004210526315789474,0.010526315789473684,0.0,0.002105263157894737,0.0
0.0,0.01569506726457399,0.006726457399103139,0.002242152466367713,0.01233183856502242,0.0011210762331838565,0.006726457399103139,0.0011210762331838565,0.008968609865470852,0.007847533632286996
0.0,0.017964071856287425,0.008982035928143712,0.0,0.014970059880239521,0.005988023952095809,0.0029940119760479044,0.0,0.014970059880239521,0.0
0.0,0.006779661016949152,0.003389830508474576,0.0,0.0,0.003389830508474576,0.006779661016949152,0.0,0.0,0.0
0.0,0.005649717514124294,0.015065913370998116,0.0,0.013182674199623353,0.007532956685499058,0.0,0.0,0.005649717514124294,0.0
0.0,0.010126582278481013,0.02278481012658228,0.0,0.002531645569620253,0.0,0.0,0.0,0.005063291139240506,0.0
0.0,0.008733624454148471,0.010189228529839884,0.0,0.005822416302765648,0.0,0.002911208151382824,0.001455604075691412,0.004366812227074236,0.0
0.0,0.01060070671378092,0.0035335689045936395,0.0017667844522968198,0.0035335689045936395,0.0,0.0,0.0017667844522968198,0.01060070671378092,0.0035335689045936395
0.0,0.011152416356877323,0.011152416356877323,0.0,0.0037174721189591076,0.0,0.0,0.0,0.0,0.007434944237918215
0.0,0.010416666666666666,0.008333333333333333,0.0020833333333333333,0.03333333333333333,0.004166666666666667,0.004166666666666667,0.0020833333333333333,0.008333333333333333,0.004166666666666667
0.0,0.022058823529411766,0.0055147058823529415,0.0,0.016544117647058824,0.003676470588235294,0.001838235294117647,0.0,0.007352941176470588,0.0
0.0,0.00408997955010225,0.02044989775051125,0.0,0.00408997955010225,0.002044989775051125,0.006134969325153374,0.0,0.0081799591002045,0.00408997955010225
0.0,0.004618937644341801,0.006928406466512702,0.0023094688221709007,0.013856812933025405,0.0,0.006928406466512702,0.0,0.006928406466512702,0.0023094688221709007
0.0,0.014846235418875928,0.0021208907741251328,0.0,0.003181336161187699,0.0,0.0042417815482502655,0.0010604453870625664,0.003181336161187699,0.003181336161187699
0.0,0.020179372197309416,0.0011210762331838565,0.0,0.0,0.0011210762331838565,0.0,0.0011210762331838565,0.0,0.006726457399103139
0.0,0.01652089407191448,0.012633624878522837,0.0009718172983479105,0.0009718172983479105,0.0,0.003887269193391642,0.0009718172983479105,0.0009718172983479105,0.006802721088435374
0.0,0.028792912513842746,0.008859357696566999,0.0,0.0011074197120708748,0.0018456995201181247,0.0029531192321889995,0.0,0.004798818752307124,0.0011074197120708748
0.0,0.021938441388343156,0.006221349050425672,0.0003274394237066143,0.008185985592665358,0.0009823182711198428,0.003601833660772757,0.0009823182711198428,0.0026195153896529143,0.005893909626719057
0.0,0.01032258064516129,0.005161290322580645,0.0,0.012903225806451613,0.0012903225806451613,0.0,0.0,0.01032258064516129,0.005161290322580645
0.0,0.011764705882352941,0.009625668449197862,0.0,0.0032085561497326204,0.0032085561497326204,0.0021390374331550803,0.0,0.0,0.0053475935828877
0.0,0.01545253863134658,0.012141280353200883,0.0,0.0033112582781456954,0.004415011037527594,0.004415011037527594,0.0,0.0011037527593818985,0.0
0.0,0.011682242990654205,0.018691588785046728,0.0,0.009345794392523364,0.0,0.007009345794392523,0.0,0.007009345794392523,0.004672897196261682
0.0,0.013368983957219251,0.012032085561497326,0.0,0.014705882352941176,0.0066844919786096255,0.004010695187165776,0.0,0.012032085561497326,0.009358288770053475
0.0,0.01002004008016032,0.014028056112224449,0.0,0.0,0.002004008016032064,0.014028056112224449,0.0,0.002004008016032064,0.008016032064128256
0.0,0.0,0.01485148514851485,0.0,0.017326732673267328,0.0,0.0,0.007425742574257425,0.0049504950495049506,0.0
0.0,0.011737089201877934,0.022300469483568074,0.0,0.002347417840375587,0.002347417840375587,0.0035211267605633804,0.0011737089201877935,0.035211267605633804,0.0
0.0,0.016689847009735744,0.008344923504867872,0.0,0.005563282336578581,0.0,0.0027816411682892906,0.0,0.011126564673157162,0.0027816411682892906
0.0,0.015337423312883436,0.006134969325153374,0.0,0.006134969325153374,0.003067484662576687,0.0,0.0,0.002044989775051125,0.003067484662576687
0.0,0.011920529801324504,0.0026490066225165563,0.0,0.006622516556291391,0.0,0.003973509933774834,0.0,0.007947019867549669,0.0026490066225165563
0.0,0.020531400966183576,0.014492753623188406,0.0,0.0036231884057971015,0.0,0.0012077294685990338,0.0,0.008454106280193236,0.0012077294685990338
0.0,0.008948545861297539,0.0037285607755406414,0.0007457121551081282,0.0037285607755406414,0.0037285607755406414,0.0037285607755406414,0.0014914243102162564,0.0037285607755406414,0.007457121551081283
0.0,0.008036739380022962,0.002296211251435132,0.0,0.0003827018752391887,0.004209720627631076,0.004209720627631076,0.0057405281285878304,0.0019135093761959434,0.008802143130501339
0.0,0.010392609699769052,0.003464203233256351,0.0023094688221709007,0.006928406466512702,0.0,0.005773672055427252,0.010392609699769052,0.003464203233256351,0.0023094688221709007
0.0,0.021739130434782608,0.0,0.0,0.0076726342710997444,0.0038363171355498722,0.0025575447570332483,0.0,0.0012787723785166241,0.0025575447570332483
0.0,0.012759170653907496,0.006379585326953748,0.0,0.003189792663476874,0.004784688995215311,0.003189792663476874,0.003189792663476874,0.003189792663476874,0.001594896331738437
0.0,0.027722772277227723,0.007260726072607261,0.0,0.009900990099009901,0.0006600660066006601,0.009900990099009901,0.005940594059405941,0.0046204620462046205,0.006600660066006601
0.0,0.006596306068601583,0.002638522427440633,0.0,0.014511873350923483,0.0,0.013192612137203167,0.005277044854881266,0.005277044854881266,0.0079155672823219
0.0,0.0017391304347826088,0.0034782608695652175,0.0,0.01217391304347826,0.0,0.0034782608695652175,0.0034782608695652175,0.010434782608695653,0.0052173913043478265
0.0,0.0014534883720930232,0.0188953488372093,0.0,0.01744186046511628,0.00436046511627907,0.00436046511627907,0.0,0.010174418604651164,0.0014534883720930232
0.0,0.00937766410912191,0.0025575447570332483,0.0017050298380221654,0.008525149190110827,0.0008525149190110827,0.0017050298380221654,0.0,0.0025575447570332483,0.004262574595055414
0.0,0.0028708133971291866,0.013397129186602871,0.0014354066985645933,0.007655502392344498,0.0004784688995215311,0.005263157894736842,0.007655502392344498,0.005741626794258373,0.005263157894736842
0.0,0.0075528700906344415,0.011077542799597181,0.0025176233635448137,0.003524672708962739,0.0030211480362537764,0.0030211480362537764,0.0025176233635448137,0.003524672708962739,0.003524672708962739
0.0,0.004418262150220913,0.009572901325478646,0.0022091310751104565,0.004418262150220913,0.003681885125184094,0.0029455081001472753,0.008100147275405008,0.004418262150220913,0.003681885125184094
0.0,0.00909090909090909,0.01818181818181818,0.0030303030303030303,0.015151515151515152,0.0,0.0030303030303030303,0.0,0.006060606060606061,0.006060606060606061
0.0,0.015789473684210527,0.002631578947368421,0.0,0.005263157894736842,0.002631578947368421,0.0,0.002631578947368421,0.005263157894736842,0.005263157894736842
0.0,0.003616636528028933,0.007233273056057866,0.003616636528028933,0.007233273056057866,0.003616636528028933,0.0054249547920434,0.0,0.0054249547920434,0.0
0.0,0.02267818574514039,0.005399568034557235,0.0,0.00755939524838013,0.004319654427645789,0.004319654427645789,0.0064794816414686825,0.0010799136069114472,0.0021598272138228943
0.0,0.007261410788381743,0.001037344398340249,0.0,0.011410788381742738,0.001037344398340249,0.006224066390041493,0.001037344398340249,0.007261410788381743,0.002074688796680498
0.0,0.01273148148148148,0.008101851851851851,0.003472222222222222,0.011574074074074073,0.0011574074074074073,0.006944444444444444,0.004629629629629629,0.0023148148148148147,0.0023148148148148147
0.0,0.031683168316831684,0.005940594059405941,0.0,0.005940594059405941,0.0039603960396039604,0.0039603960396039604,0.0019801980198019802,0.0019801980198019802,0.0019801980198019802
0.0,0.011251758087201125,0.0014064697609001407,0.0,0.0028129395218002813,0.0,0.0028129395218002813,0.004219409282700422,0.011251758087201125,0.007032348804500703
0.0,0.02810304449648712,0.00234192037470726,0.0,0.00702576112412178,0.0117096018735363,0.00702576112412178,0.00936768149882904,0.01405152224824356,0.00468384074941452
0.0,0.008948545861297539,0.0044742729306487695,0.0,0.008948545861297539,0.0,0.0022371364653243847,0.0,0.0022371364653243847,0.0022371364653243847
0.0,0.020523708421797595,0.0021231422505307855,0.0,0.010615711252653927,0.0007077140835102619,0.009200283085633405,0.0,0.0007077140835102619,0.005661712668082095
0.0,0.024071526822558458,0.0068775790921595595,0.0,0.0068775790921595595,0.0020632737276478678,0.0034387895460797797,0.0,0.002751031636863824,0.008253094910591471
0.0,0.011742892459826947,0.005562422744128554,0.0,0.009270704573547589,0.004326328800988875,0.0030902348578491965,0.004944375772558714,0.0030902348578491965,0.002472187886279357
0.0,0.026217228464419477,0.004993757802746567,0.0012484394506866417,0.009987515605493134,0.0024968789013732834,0.0012484394506866417,0.0024968789013732834,0.00749063670411985,0.0024968789013732834
0.0,0.02702702702702703,0.0011750881316098707,0.0011750881316098707,0.01410105757931845,0.0,0.004700352526439483,0.0023501762632197414,0.0011750881316098707,0.0023501762632197414
0.0,0.019969278033794162,0.0,0.0015360983102918587,0.013824884792626729,0.0,0.0030721966205837174,0.0015360983102918587,0.0015360983102918587,0.0030721966205837174
0.0,0.009174311926605505,0.0045871559633027525,0.0030581039755351682,0.012232415902140673,0.0030581039755351682,0.0045871559633027525,0.0015290519877675841,0.00764525993883792,0.0030581039755351682
0.0,0.027083333333333334,0.0,0.0,0.00625,0.0020833333333333333,0.0020833333333333333,0.0,0.016666666666666666,0.0020833333333333333
0.0,0.028925619834710745,0.004132231404958678,0.0,0.008264462809917356,0.002066115702479339,0.0,0.0,0.002066115702479339,0.004132231404958678
0.0,0.003401360544217687,0.003401360544217687,0.0,0.003401360544217687,0.0,0.003401360544217687,0.0,0.01020408163265306,0.003401360544217687
0.0,0.01786777843954735,0.006551518761167362,0.0005955926146515784,0.016081000595592615,0.0005955926146515784,0.001786777843954735,0.00714711137581894,0.00714711137581894,0.005360333531864205
0.0,0.013256484149855908,0.004610951008645533,0.0,0.004034582132564841,0.00345821325648415,0.00345821325648415,0.008069164265129682,0.001729106628242075,0.0005763688760806917
0.0,0.033841754051477595,0.006196377502383222,0.0009532888465204957,0.005243088655862726,0.0014299332697807435,0.0076263107721639654,0.0038131553860819827,0.0023832221163012394,0.0023832221163012394
0.0,0.02004008016032064,0.001002004008016032,0.001002004008016032,0.0,0.002004008016032064,0.008016032064128256,0.0,0.0,0.00501002004008016
0.0,0.015151515151515152,0.009641873278236915,0.0,0.01652892561983471,0.0,0.005509641873278237,0.0013774104683195593,0.011019283746556474,0.0027548209366391185
0.0,0.00859106529209622,0.01718213058419244,0.003436426116838488,0.003436426116838488,0.006872852233676976,0.003436426116838488,0.0,0.020618556701030927,0.003436426116838488
0.0,0.012690355329949238,0.0038071065989847717,0.0,0.007614213197969543,0.006345177664974619,0.0012690355329949238,0.0,0.007614213197969543,0.0038071065989847717
0.0,0.019955654101995565,0.018847006651884702,0.0,0.007760532150776054,0.0011086474501108647,0.008869179600886918,0.0,0.005543237250554324,0.0011086474501108647
0.0,0.018867924528301886,0.0,0.0,0.0013477088948787063,0.004043126684636119,0.004043126684636119,0.0,0.0026954177897574125,0.006738544474393531
0.0,0.014358974358974359,0.01641025641025641,0.0010256410256410256,0.009230769230769232,0.0020512820512820513,0.0010256410256410256,0.0020512820512820513,0.012307692307692308,0.0020512820512820513
0.0,0.01791044776119403,0.0029850746268656717,0.0,0.0014925373134328358,0.0,0.0,0.0,0.004477611940298508,0.004477611940298508
0.0,0.015481373971940009,0.0009675858732462506,0.0004837929366231253,0.0043541364296081275,0.0009675858732462506,0.009675858732462506,0.0009675858732462506,0.0019351717464925011,0.005321722302854378
0.0,0.012726382770435633,0.007342143906020558,0.011747430249632892,0.005873715124816446,0.002936857562408223,0.007342143906020558,0.0,0.0004894762604013706,0.006363191385217817
0.0,0.01424287856071964,0.006746626686656672,0.019490254872563718,0.002623688155922039,0.0014992503748125937,0.002623688155922039,0.0,0.005247376311844078,0.0037481259370314842
0.0,0.006609385327164574,0.008592200925313946,0.005287508261731659,0.0019828155981493722,0.0036351619299405157,0.003304692663582287,0.0,0.00495703899537343,0.007270323859881031
0.0,0.017005391953546247,0.020323517212774783,0.0,0.010783907092492741,0.00414765657403567,0.002903359601824969,0.0,0.0037328909166321027,0.007051016175860639
0.0,0.014819205690574985,0.007705986959098993,0.0005927682276229994,0.015411973918197985,0.0017783046828689982,0.0017783046828689982,0.005927682276229994,0.004149377593360996,0.01007705986959099
0.0,0.02030456852791878,0.009644670050761422,0.0020304568527918783,0.005583756345177665,0.0005076142131979696,0.005583756345177665,0.004568527918781726,0.0040609137055837565,0.007614213197969543
0.0,0.013157894736842105,0.004847645429362881,0.0013850415512465374,0.0034626038781163434,0.002770083102493075,0.002770083102493075,0.004155124653739612,0.0013850415512465374,0.008310249307479225
0.0,0.015450643776824034,0.0008583690987124463,0.0017167381974248926,0.004291845493562232,0.0034334763948497852,0.0017167381974248926,0.0,0.006008583690987125,0.004291845493562232
0.0,0.008830022075055188,0.013245033112582781,0.002207505518763797,0.005886681383370125,0.0,0.002207505518763797,0.0,0.004415011037527594,0.0007358351729212656
0.0,0.009588268471517203,0.008460236886632826,0.0005640157924421884,0.001692047377326565,0.0011280315848843769,0.0028200789622109417,0.00338409475465313,0.0,0.003948110547095319
0.0,0.014234875444839857,0.014234875444839857,0.011565836298932384,0.00800711743772242,0.0017793594306049821,0.004448398576512456,0.0,0.0035587188612099642,0.0017793594306049821
0.0,0.014008620689655173,0.003232758620689655,0.003232758620689655,0.015086206896551725,0.00646551724137931,0.003232758620689655,0.0010775862068965517,0.0010775862068965517,0.008620689655172414
0.0,0.011111111111111112,0.005555555555555556,0.0,0.002777777777777778,0.0,0.002777777777777778,0.0,0.0,0.002777777777777778
0.0,0.00423728813559322,0.00423728813559322,0.006355932203389831,0.006355932203389831,0.0,0.0,0.0,0.0,0.006355932203389831
0.0,0.018867924528301886,0.0137221269296741,0.0,0.00686106346483705,0.0017152658662092624,0.005145797598627788,0.0,0.003430531732418525,0.0
0.0,0.011363636363636364,0.006493506493506494,0.0,0.0016233766233766235,0.00487012987012987,0.003246753246753247,0.00974025974025974,0.011363636363636364,0.003246753246753247
0.0,0.0273972602739726,0.0136986301369863,0.0,0.008429926238145416,0.001053740779768177,0.006322444678609062,0.004214963119072708,0.009483667017913594,0.003161222339304531
0.0,0.00875,0.0,0.0025,0.00625,0.00125,0.00625,0.0,0.0075,0.0025
0.0,0.013207547169811321,0.0018867924528301887,0.0,0.0018867924528301887,0.0,0.0037735849056603774,0.0,0.009433962264150943,0.0018867924528301887
0.0,0.007122507122507123,0.007122507122507123,0.0,0.02564102564102564,0.0,0.005698005698005698,0.004273504273504274,0.01282051282051282,0.004273504273504274
0.0,0.01278772378516624,0.010230179028132993,0.0,0.0025575447570332483,0.0025575447570332483,0.0038363171355498722,0.0038363171355498722,0.008951406649616368,0.0038363171355498722
0.0,0.006963788300835654,0.011142061281337047,0.0,0.004178272980501393,0.001392757660167131,0.004178272980501393,0.009749303621169917,0.008356545961002786,0.006963788300835654
0.0,0.015028901734104046,0.003468208092485549,0.0,0.010404624277456647,0.0011560693641618498,0.005780346820809248,0.0,0.016184971098265895,0.0
0.0,0.013756613756613757,0.006349206349206349,0.0,0.0031746031746031746,0.0,0.004232804232804233,0.0,0.009523809523809525,0.0010582010582010583
0.0,0.01989389920424403,0.017241379310344827,0.0,0.003978779840848806,0.003978779840848806,0.001326259946949602,0.001326259946949602,0.006631299734748011,0.0
0.0,0.00880503144654088,0.0,0.0012578616352201257,0.01509433962264151,0.006289308176100629,0.0025157232704402514,0.0012578616352201257,0.0012578616352201257,0.0012578616352201257
0.0,0.01134020618556701,0.009278350515463918,0.0,0.010309278350515464,0.004123711340206186,0.003092783505154639,0.0,0.006185567010309278,0.005154639175257732
0.0,0.013215859030837005,0.004405286343612335,0.0014684287812041115,0.002936857562408223,0.002936857562408223,0.002936857562408223,0.013215859030837005,0.002936857562408223,0.005873715124816446
0.0,0.007444168734491315,0.0024813895781637717,0.00620347394540943,0.0024813895781637717,0.0012406947890818859,0.0024813895781637717,0.0024813895781637717,0.0012406947890818859,0.007444168734491315
0.0,0.008310249307479225,0.01662049861495845,0.002770083102493075,0.0,0.0,0.00554016620498615,0.0,0.002770083102493075,0.0
0.0,0.028116213683223992,0.0028116213683223993,0.0009372071227741331,0.011246485473289597,0.0009372071227741331,0.0028116213683223993,0.0,0.0037488284910965324,0.005623242736644799
0.0,0.011850501367365542,0.0018231540565177757,0.0018231540565177757,0.007292616226071103,0.0054694621695533276,0.0018231540565177757,0.0,0.0009115770282588879,0.0018231540565177757
0.0,0.011578947368421053,0.00631578947368421,0.007368421052631579,0.00631578947368421,0.0010526315789473684,0.007368421052631579,0.0,0.002105263157894737,0.005263157894736842
0.0,0.010309278350515464,0.015463917525773196,0.00429553264604811,0.007731958762886598,0.000859106529209622,0.006872852233676976,0.0,0.001718213058419244,0.002577319587628866
0.0,0.016553067185978577,0.013631937682570594,0.0029211295034079843,0.005842259006815969,0.0019474196689386564,0.0038948393378773127,0.0,0.005842259006815969,0.0
0.0,0.018018018018018018,0.008108108108108109,0.0,0.0,0.0,0.006306306306306306,0.0,0.0036036036036036037,0.0018018018018018018
0.0,0.0013333333333333333,0.009333333333333334,0.009333333333333334,0.0,0.0013333333333333333,0.010666666666666666,0.005333333333333333,0.004,0.004
0.0,0.01636520241171404,0.0034453057708871662,0.0017226528854435831,0.0103359173126615,0.0008613264427217916,0.007751937984496124,0.0,0.0008613264427217916,0.0068906115417743325
0.0,0.02032967032967033,0.004395604395604396,0.001098901098901099,0.024725274725274724,0.0005494505494505495,0.0005494505494505495,0.0016483516483516484,0.004395604395604396,0.004945054945054945
0.0,0.01418812401471361,0.012611665790856543,0.005254860746190226,0.0036784025223331584,0.0,0.005254860746190226,0.0021019442984760903,0.007356805044666317,0.0015764582238570678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.010917030567685589,0.017467248908296942,0.002183406113537118,0.019650655021834062,0.0,0.006550218340611353,0.002183406113537118,0.008733624454148471,0.013100436681222707
0.0,0.005703422053231939,0.0038022813688212928,0.0,0.0,0.0019011406844106464,0.0076045627376425855,0.0,0.0019011406844106464,0.0019011406844106464
0.0,0.011494252873563218,0.007183908045977011,0.0014367816091954023,0.014367816091954023,0.0,0.005747126436781609,0.0,0.004310344827586207,0.01293103448275862
0.0,0.005309734513274336,0.021238938053097345,0.0,0.0017699115044247787,0.0017699115044247787,0.005309734513274336,0.0017699115044247787,0.0017699115044247787,0.0017699115044247787
0.0,0.004282655246252677,0.019271948608137045,0.0,0.004282655246252677,0.0,0.006423982869379015,0.0,0.008565310492505354,0.0021413276231263384
0.0,0.02127659574468085,0.0,0.0,0.0035460992907801418,0.0017730496453900709,0.005319148936170213,0.005319148936170213,0.0,0.008865248226950355
0.0,0.016587677725118485,0.0,0.0,0.02132701421800948,0.002369668246445498,0.0071090047393364926,0.018957345971563982,0.011848341232227487,0.004739336492890996
0.0,0.016736401673640166,0.005857740585774059,0.0008368200836820083,0.0041841004184100415,0.0,0.00502092050209205,0.0033472803347280333,0.0041841004184100415,0.0100418410041841
0.0,0.013824884792626729,0.00576036866359447,0.0,0.002304147465437788,0.00576036866359447,0.004608294930875576,0.001152073732718894,0.0,0.001152073732718894
0.0,0.007142857142857143,0.008928571428571428,0.0,0.01607142857142857,0.0,0.0,0.008928571428571428,0.005357142857142857,0.0017857142857142857
0.0,0.02153316106804479,0.023255813953488372,0.0017226528854435831,0.004306632213608958,0.0017226528854435831,0.013781223083548665,0.0034453057708871662,0.0,0.002583979328165375
0.0,0.005610098176718092,0.0182328190743338,0.0,0.001402524544179523,0.002805049088359046,0.001402524544179523,0.0,0.021037868162692847,0.0070126227208976155
0.0,0.003787878787878788,0.011363636363636364,0.0,0.005681818181818182,0.0,0.011363636363636364,0.001893939393939394,0.015151515151515152,0.005681818181818182
0.0,0.022292993630573247,0.004777070063694267,0.0,0.020700636942675158,0.0,0.0015923566878980893,0.0031847133757961785,0.0031847133757961785,0.0015923566878980893
0.0,0.024606299212598427,0.00984251968503937,0.0,0.008858267716535433,0.003937007874015748,0.000984251968503937,0.006889763779527559,0.007874015748031496,0.004921259842519685
0.0,0.009836065573770493,0.001639344262295082,0.0,0.02459016393442623,0.001639344262295082,0.004918032786885246,0.00819672131147541,0.003278688524590164,0.001639344262295082
0.0,0.012285012285012284,0.002457002457002457,0.0,0.004914004914004914,0.002457002457002457,0.002457002457002457,0.0,0.004914004914004914,0.0
0.0,0.009836065573770493,0.019672131147540985,0.0,0.003278688524590164,0.004918032786885246,0.0,0.004918032786885246,0.01639344262295082,0.004918032786885246
0.0,0.018259935553168637,0.0021482277121374865,0.0,0.00644468313641246,0.0,0.0053705692803437165,0.00644468313641246,0.0053705692803437165,0.00322234156820623
0.0,0.01593625498007968,0.00597609561752988,0.0,0.00597609561752988,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.0,0.00796812749003984
0.0,0.017006802721088437,0.008503401360544218,0.0,0.00510204081632653,0.0,0.003401360544217687,0.013605442176870748,0.0017006802721088435,0.008503401360544218
0.0,0.02276707530647986,0.005253940455341506,0.0017513134851138354,0.017513134851138354,0.0017513134851138354,0.0,0.0070052539404553416,0.0070052539404553416,0.0035026269702276708
0.0,0.014861995753715499,0.0074309978768577496,0.0,0.006369426751592357,0.0,0.004246284501061571,0.0,0.0010615711252653928,0.004246284501061571
0.0,0.013278008298755186,0.013278008298755186,0.004149377593360996,0.0033195020746887966,0.0024896265560165973,0.005809128630705394,0.0,0.0,0.0033195020746887966
0.0,0.009910802775024777,0.014866204162537165,0.007928642220019821,0.002973240832507433,0.0019821605550049554,0.0019821605550049554,0.0,0.006937561942517344,0.0019821605550049554
0.0,0.005208333333333333,0.013020833333333334,0.01171875,0.0026041666666666665,0.0,0.0,0.0013020833333333333,0.00390625,0.0026041666666666665
0.0,0.0158311345646438,0.005277044854881266,0.0,0.018469656992084433,0.0013192612137203166,0.002638522427440633,0.0,0.002638522427440633,0.006596306068601583
0.0,0.0017699115044247787,0.012389380530973451,0.0,0.0017699115044247787,0.0035398230088495575,0.007079646017699115,0.0,0.0,0.0017699115044247787
0.0,0.024350649350649352,0.017857142857142856,0.0,0.0016233766233766235,0.0,0.003246753246753247,0.0,0.0016233766233766235,0.0016233766233766235
0.0,0.023972602739726026,0.00684931506849315,0.0,0.00684931506849315,0.003424657534246575,0.0,0.0,0.0,0.0136986301369863
0.0,0.040697674418604654,0.007267441860465116,0.0,0.01308139534883721,0.0,0.0029069767441860465,0.0029069767441860465,0.0014534883720930232,0.0029069767441860465
0.0,0.014106583072100314,0.0,0.0,0.004702194357366771,0.0,0.003134796238244514,0.0,0.001567398119122257,0.003134796238244514
0.0,0.018581081081081082,0.005067567567567568,0.0,0.008445945945945946,0.008445945945945946,0.0033783783783783786,0.0,0.0033783783783783786,0.0033783783783783786
0.0,0.006134969325153374,0.0015337423312883436,0.0,0.007668711656441718,0.0,0.004601226993865031,0.0,0.009202453987730062,0.003067484662576687
0.0,0.013262599469496022,0.005305039787798408,0.0,0.006631299734748011,0.001326259946949602,0.003978779840848806,0.001326259946949602,0.002652519893899204,0.002652519893899204
0.0,0.012920908379013312,0.006656225528582615,0.0007830853563038371,0.009788566953797965,0.00039154267815191856,0.004306969459671104,0.0,0.00274079874706343,0.003915426781519186
0.0,0.01981833195706028,0.0033030553261767133,0.00041288191577208916,0.011147811725846408,0.0008257638315441783,0.002064409578860446,0.0,0.0037159372419488025,0.005780346820809248
0.0,0.018221574344023325,0.011661807580174927,0.0,0.01239067055393586,0.004373177842565598,0.008017492711370262,0.0,0.006559766763848397,0.008017492711370262
0.0,0.014330218068535825,0.011838006230529595,0.0012461059190031153,0.007476635514018692,0.003115264797507788,0.004361370716510903,0.0,0.0006230529595015577,0.003738317757009346
